,zero_rate,variance
CEBPA-DT,0.9242819843342036,11.24421418123662
GLOD5,0.8903394255874674,11.24064631662405
PLD4,0.9164490861618799,11.235875493827999
HLA-DQB2,0.9765013054830287,11.213183328093363
LINC02542,0.8642297650130548,11.205487129714436
AARSD1P1,0.9033942558746736,11.202315694503332
PPP3R1,0.639686684073107,11.199486008776132
SLFNL1-AS1,0.7493472584856397,11.196738342925045
HS3ST1,0.9556135770234987,11.182453214495624
SPINK5,0.9556135770234987,11.175098765600959
SAXO2,0.8903394255874674,11.17265183929569
TSSK2,0.9738903394255874,11.165639139884954
RASSF10,0.9738903394255874,11.144819761322056
IL20RA,0.9321148825065274,11.14207209547115
RALGPS2-AS1,0.5404699738903395,11.08618921985425
MDGA1,0.9869451697127938,11.082881084849472
MND1,0.7232375979112271,11.072450890599152
AIDA,0.5221932114882507,11.071794731589922
GLP2R,0.9947780678851175,11.052164641231553
ANKRD61,0.9425587467362925,11.041146637868621
LRRC4C,0.9817232375979112,11.037715473049643
NEXMIF,0.9765013054830287,11.037182343854663
LINC01269,0.9321148825065274,11.028884666384169
CCDC148,0.7232375979112271,11.024619632824336
SNHG4,0.8929503916449086,11.017880333000695
TUT4,0.804177545691906,11.017634273372172
TICAM2,0.8537859007832899,11.009090536273343
H4C11,0.4073107049608355,10.980629639249232
MIRLET7IHG,0.9190600522193212,10.947329569532313
TMEM139-AS1,0.9164490861618799,10.899635011551192
CGB7,0.9738903394255874,10.8930870914385
SUZ12P1,0.5535248041775457,10.885363553101016
SCEL,0.9451697127937336,10.877065875630496
LINC01119,0.9765013054830287,10.852227523136468
CDC37L1-DT,0.7676240208877284,10.850737495386332
LY6K,0.9608355091383812,10.841523929298855
VILL,0.9843342036553525,10.813254411985833
ZFAND4,0.8694516971279374,10.803152297240116
AKAP5,0.9242819843342036,10.795948218118168
LINC02767,0.9843342036553525,10.785846103372533
HCN4,0.9686684073107049,10.763249627493117
HOXB13,0.9686684073107049,10.7617595997431
CORT,0.7754569190600522,10.7450958949052
ADRB2,0.9738903394255874,10.742430248930331
RETREG1-AS1,0.9033942558746736,10.733941191748782
RPL32P26,0.7754569190600522,10.722116659603817
ZBTB7C,0.9817232375979112,10.71834374530082
TMC3-AS1,0.9033942558746736,10.709130179213538
MAPT-AS1,0.7075718015665796,10.706806282722512
SETBP1-DT,0.9268929503916449,10.692548494251888
AKAP3,0.97911227154047,10.681680860661851
B3GNT8,0.95822454308094,10.668598690416088
KLHL2P1,0.7885117493472585,10.668106571158994
PCOLCE-AS1,0.9216710182767625,10.667094992686591
ARFGEF1-DT,0.814621409921671,10.63192213579749
ZIC3,0.9608355091383812,10.622175440515175
CRHR1,0.9921671018276762,10.618935655407153
UQCRFS1P1,0.23759791122715404,10.611594876491726
BOLA3-AS1,0.9477806788511749,10.605634765491411
PDE8B,0.9033942558746736,10.595300261096622
HGD,0.9843342036553525,10.576982488756341
HCP5,0.95822454308094,10.569149590584146
C16orf95-DT,0.6161879895561357,10.558117917241962
DFFBP1,0.9321148825065274,10.554645742484968
SH2D5,0.9451697127937336,10.553565814115492
TPBGL,0.9530026109660574,10.551720366902318
DIO3OS,0.9712793733681462,10.55144696731509
GPSM3,0.8511749347258486,10.5440651784615
SNORD35B,0.608355091383812,10.541686602053202
WNT6,0.9686684073107049,10.538679206594438
DPEP1,0.9712793733681462,10.535453091465772
MAGEE1,0.9869451697127938,10.53420912334414
MIR6892,0.5248041775456919,10.524790507566355
SPEF1,0.9556135770234987,10.522863040476867
SEC23A-AS1,0.412532637075718,10.511202548084158
TNKS2-AS1,0.8276762402088773,10.502221371645707
CACNB2,0.8851174934725848,10.50075868385444
TRPM6,0.9843342036553525,10.487471463918082
GCK,0.9634464751958225,10.476713190163
CYP2C8,0.9817232375979112,10.475264172351125
INHCAP,0.9608355091383812,10.445381597473803
C1orf21-DT,0.9164490861618799,10.440296365152536
ACSL4,0.9373368146214099,10.439421486473595
C1orf167,0.8877284595300261,10.438915697237338
FNDC8,0.9843342036553525,10.435689582108553
GLTPD2,0.7963446475195822,10.433078616051223
IGFBP7,0.39425587467362927,10.432668516670539
GTSE1-DT,0.9634464751958225,10.432463466980133
PLK5,0.9895561357702349,10.427241534865372
LINC01535,0.9295039164490861,10.427022815195496
OR2AF1P,0.9765013054830287,10.423755690128889
NECAB2,0.9164490861618799,10.41456946400005
LINC02635,0.9503916449086162,10.412765026724808
SHISA7,0.9921671018276762,10.41078287971788
CELF5,0.8407310704960835,10.405984716963099
MCAM,0.9817232375979112,10.40285429168994
SEMA6D,0.9712793733681462,10.396347381515517
PRKCZ-AS1,0.9712793733681462,10.394406244446532
FCGBP,0.9895561357702349,10.365302858392647
ACOXL-AS1,0.9869451697127938,10.36466036936286
CELF6,0.9738903394255874,10.310636610938692
SLC39A2,0.9765013054830287,10.30102661544987
NALT1,0.8642297650130548,10.28836821456408
RPL17P50,0.6997389033942559,10.280138886990263
NPIPB4,0.37597911227154046,10.275149344524468
MIR8072,0.3185378590078329,10.267726545732916
FANCD2OS,0.6840731070496083,10.266222848003492
UGT3A2,0.9608355091383812,10.253550777138331
MARCHF10-DT,0.9138381201044387,10.249613823083125
GBP1,0.97911227154047,10.247508646261963
PTPRT,0.9738903394255874,10.242573783713572
RSPO1,0.9895561357702349,10.237871310814297
ASIC3,0.9451697127937336,10.22426968135274
GAB3,0.9947780678851175,10.223271772859622
DCLK2,0.9530026109660574,10.223039383210466
BHLHE41,0.9268929503916449,10.208836274657196
LINC02481,0.9425587467362925,10.208029745875033
NALF2,0.9164490861618799,10.205705849384156
NKX6-2,0.5221932114882507,10.189917023225282
NPIPP1,0.577023498694517,10.179145079490967
FAM13B-AS1,0.7075718015665796,10.162905144013102
FAM151B,0.608355091383812,10.149631594056261
ENO1P4,0.9425587467362925,10.14857900564578
ZNF441,0.9530026109660574,10.141497956338073
RNF213-AS1,0.639686684073107,10.140732437494066
LINC00898,0.95822454308094,10.13963883914537
RAC1P2,0.1906005221932115,10.133610378248319
LINC01605,0.8877284595300261,10.126378959167752
ANAPC1P4,0.7702349869451697,10.121881535958929
TLDC2,0.8668407310704961,10.098328161524439
RUNDC3B,0.804177545691906,10.097658332535909
FAM86B1,0.7702349869451697,10.088007327108931
MFF-DT,0.835509138381201,10.08366027367293
SASS6,0.7284595300261096,10.073366779216123
AOC1,0.9843342036553525,10.06300493486248
HOXC10,0.8903394255874674,10.05384604869242
LIG4,0.8590078328981723,10.050305524038691
SNCAIP,0.9843342036553525,10.04795428758903
VASH2,0.8903394255874674,10.045069921944439
GJB7,0.6475195822454308,10.041843806815827
SCHLAP1,0.9608355091383812,10.041720777001611
CBY2,0.9660574412532638,10.038357962079502
C11orf42,0.9947780678851175,10.038316952141404
UBBP2,0.36553524804177545,10.030648093721387
DCDC2B,0.825065274151436,10.025781581069854
ZNF804A,0.95822454308094,10.015050647273466
PTPRR,0.9634464751958225,10.0150369772941
MAP3K10,0.7989556135770235,10.005837081185954
STARD8,0.9895561357702349,10.00375924432354
LINC00921,0.9268929503916449,10.001202958183557
NTRK1,0.9869451697127938,9.99881071179581
SAP30-DT,0.6762402088772846,9.992795920878127
DLG5-AS1,0.8511749347258486,9.969803015597375
ADAMTSL4,0.9634464751958225,9.962202507074187
MKLN1-AS,0.6109660574412533,9.957691413885993
ZMIZ1-AS1,0.95822454308094,9.957076264814882
REM2,0.8433420365535248,9.95111615381464
DHRS4L1,0.9268929503916449,9.950678714475169
PDZD2,0.9164490861618799,9.946987820048415
MIR671,0.4412532637075718,9.937063415034226
MIAT,0.8694516971279374,9.9346438286878
CCNP,0.9608355091383812,9.925731002146222
PRMT5-DT,0.4960835509138381,9.914480609134321
SNORA77B,0.8746736292428199,9.91098109441854
RP1L1,0.9843342036553525,9.904214454636156
MMRN2,0.9242819843342036,9.902656076989349
MIR762,0.27676240208877284,9.879758861564099
MST1P2,0.9399477806788512,9.878719943132827
KLLN,0.814621409921671,9.873593700873517
CKS1BP1,0.9347258485639687,9.865077303733278
TSSK3,0.9295039164490861,9.858050934343147
LINC00472,0.9738903394255874,9.835755198009517
GAREM2,0.577023498694517,9.831462824491132
SNORD88B,0.618798955613577,9.830492255956727
NR1I3,0.8224543080939948,9.817833855070868
RASSF1-AS1,0.8537859007832899,9.805845283173577
NUP107-DT,0.2898172323759791,9.792804122865766
GPC2,0.9399477806788512,9.788798818913712
PRRT1,0.856396866840731,9.769291758369521
IL21R-AS1,0.97911227154047,9.760611321476906
TMEM169,0.9634464751958225,9.745615354120874
SLITRK1,0.9686684073107049,9.734693040613527
IRF2-DT,0.9033942558746736,9.732656213689168
NAT16,0.9817232375979112,9.728049430645441
HNRNPA1P40,0.9608355091383812,9.726436373081151
RPL35AP32,0.9503916449086162,9.725493144505405
SOST,0.9947780678851175,9.717181797055526
FN3K,0.8903394255874674,9.70687463261938
PHKA2-AS1,0.6005221932114883,9.70569901439446
NOXRED1,0.9477806788511749,9.705439284786628
IGHM,0.9921671018276762,9.675228630404748
CYGB,0.9712793733681462,9.660916162016587
FLRT1,0.9321148825065274,9.652891884133293
FBP2,0.7859007832898173,9.630732847593329
PCED1B-AS1,0.9060052219321149,9.630008338687446
PRKAG2-AS1,0.7702349869451697,9.628190231432718
FGD2,0.9347258485639687,9.611827266140747
APOBEC3A,0.6814621409921671,9.60965373942287
ST8SIA5,0.9869451697127938,9.60452749716343
U2AF1,0.2689295039164491,9.564064358262867
FCGR2B,0.9556135770234987,9.562806720161875
PCDH20,0.9921671018276762,9.56205487129718
ERICH6B,0.45691906005221933,9.561808811668675
VPS13A-AS1,0.7467362924281984,9.537763317977324
NONOP2,0.9268929503916449,9.53773597801872
C17orf114,0.7806788511749347,9.53672439954616
DNAH3,0.9634464751958225,9.536150260413043
CSMD3,0.9007832898172323,9.530504558938134
ZNF295-AS1,0.8668407310704961,9.53028583926835
ZMYM4-AS1,0.5326370757180157,9.529069211105499
SDCBP2-AS1,0.7232375979112271,9.52671797465589
PCYT1B,0.9895561357702349,9.522781020600661
TTC41P,0.8668407310704961,9.522452941096118
ZNF385B,0.8903394255874674,9.51189971703149
CD302,0.7232375979112271,9.469126351619261
NUDT19-DT,0.8485639686684073,9.464984347873633
FAM229B,0.9451697127937336,9.452982105997023
MIR6748,0.6449086161879896,9.452284937049747
RPSAP26,0.8877284595300261,9.447008325017507
TEKT5,0.8720626631853786,9.440610774677708
ZNF497-AS1,0.8172323759791122,9.435908301778571
PLAAT4,0.9765013054830287,9.433023936133859
MEX3A,0.8224543080939948,9.427938703812607
PLA2R1,0.9347258485639687,9.420365535248008
LURAP1,0.9608355091383812,9.415854442059846
FBXO30-DT,0.7859007832898173,9.415799762142337
FBN2,0.9686684073107049,9.414337074351037
DHH,0.9947780678851175,9.401268574084492
KLHL14,0.9869451697127938,9.399040367449008
LMCD1-AS1,0.8459530026109661,9.392328407584186
RFX8,0.9608355091383812,9.36908944267495
FERMT1,0.9451697127937336,9.367298675379022
DIAPH2-AS1,0.9608355091383812,9.359260727516249
RHBDL2,0.856396866840731,9.35793473951853
DGKG,0.793733681462141,9.344565499706091
GNB3,0.8668407310704961,9.329419162577098
RPAP3-DT,0.8616187989556136,9.328079504599993
ZNF674,0.8825065274151436,9.320943775374927
XKRX,0.9712793733681462,9.31834647929674
UBOX5-AS1,0.7049608355091384,9.309433652755125
H2AC21,0.8694516971279374,9.290815140869107
DNAJB13,0.9738903394255874,9.287192596339175
NECTIN1-DT,0.9138381201044387,9.287028556586822
FOXD1-AS1,0.7180156657963447,9.275149344524465
PALS2,0.8433420365535248,9.273864366464768
PANK2-AS1,0.7284595300261096,9.27140377018033
CEP192-DT,0.44386422976501305,9.269626672863732
PHACTR1,0.9451697127937336,9.260836876136288
MIA2-AS1,0.7989556135770235,9.24328462264024
PIN4P1,0.30548302872062666,9.239525378316674
DAAM2,0.9477806788511749,9.235014285128473
SUGT1P3,0.6527415143603134,9.231965879731526
LTA,0.9947780678851175,9.226976337265768
CENPQ,0.6057441253263708,9.221125586100378
ACSM1,0.9765013054830287,9.213128648175838
RAB34,0.9817232375979112,9.207893046081548
LDLRAD2,0.8955613577023499,9.203805722253287
ZNNT1,0.9477806788511749,9.196656323048975
IL12A,0.9712793733681462,9.193990677074
ANKRD18B,0.8955613577023499,9.193389197982377
MAG,0.9477806788511749,9.192856068787286
ANO2,0.97911227154047,9.189711973534905
SLFNL1,0.9921671018276762,9.182959003731883
LYPLAL1-DT,0.3002610966057441,9.181879075362597
SHISA8,0.8798955613577023,9.179500498954203
H3C7,0.8694516971279374,9.17914507949093
LENG8-AS1,0.8825065274151436,9.17712192254592
RFLNB,0.9556135770234987,9.16667805831609
PRSS29P,0.8328981723237598,9.156493923694079
ACTG1P14,0.7023498694516971,9.150725192405002
RPS4XP17,0.9477806788511749,9.127841646959169
PLA2G1B,0.9947780678851175,9.127322187743502
MUCL3,0.9947780678851175,9.127322187743497
PCDHB12,0.9660574412532638,9.122660724782339
HPGD,0.9216710182767625,9.121854196000198
LINC01275,0.9425587467362925,9.118860470520717
SGCE,0.9347258485639687,9.103563763618668
RFXAP,0.7101827676240209,9.094965346602267
ZRANB2-AS1,0.4725848563968668,9.07489781690433
ABCC6,0.9086161879895561,9.072355200743612
SCARNA2,0.9634464751958225,9.05458422757779
LINC00648,0.9895561357702349,9.045493691304571
EOMES,0.9477806788511749,9.03835796207954
BTBD7P1,0.8224543080939948,9.036621874700991
LYRM7,0.4308093994778068,9.03489945730185
SLC25A24P1,0.7989556135770235,9.024797342556035
LMO7-AS1,0.44386422976501305,9.009555315571454
SLC4A5,0.7597911227154047,9.005837081185923
MYO1F,0.8798955613577023,8.993985209082375
CASC2,0.7023498694516971,8.98602928109576
LINC01117,0.7650130548302873,8.98013751999233
HAGLROS,0.7336814621409922,8.969420256175413
ZNF569,0.8172323759791122,8.965961751397726
GRIN2C,0.9503916449086162,8.965496972099595
NPW,0.804177545691906,8.954492638716058
CASK-AS1,0.4464751958224543,8.949106666848962
PMS2P7,0.35509138381201044,8.947944718603482
ECE1-AS1,0.9425587467362925,8.931075964075314
CLDND2,0.8172323759791122,8.930624854756436
ARHGAP11B,0.720626631853786,8.925772012084288
LINC02846,0.9712793733681462,8.924391344169077
LINC02613,0.9712793733681462,8.904829603707286
DIRAS2,0.9347258485639687,8.90435115442973
MSRB3,0.9347258485639687,8.901644498516829
LIMD1-AS1,0.825065274151436,8.90107035938378
SLC2A3P4,0.9686684073107049,8.882069088075648
PPM1K-DT,0.8851174934725848,8.872144683061594
FLVCR1-DT,0.9007832898172323,8.868522138531514
TAF1A-AS1,0.6710182767624021,8.86157778901754
CST9,0.9686684073107049,8.854606099544792
TAT,0.9321148825065274,8.849616557079083
POU5F2,0.9530026109660574,8.843000287069566
DUXAP9,0.5613577023498695,8.841988708597
KRBA1,0.8668407310704961,8.826992741240945
MAFTRR,0.9242819843342036,8.824709854688079
FOXD3-AS1,0.6892950391644909,8.78964635763403
C20orf202,0.9947780678851175,8.785107924487033
MAPK4,0.9947780678851175,8.78510792448703
FES,0.9660574412532638,8.783043757603943
ALDOAP2,0.3629242819843342,8.78233291867728
STAMBPL1,0.9634464751958225,8.765300124396703
CTXN2,0.577023498694517,8.736524817847535
BCO1,0.9138381201044387,8.726805462523734
VN1R108P,0.9712793733681462,8.718343745300917
RN7SL220P,0.97911227154047,8.718097685672566
UBE2Q1-AS1,0.2819843342036554,8.692001695077424
RPS4XP16,0.8172323759791122,8.683786037483108
DDX3P1,0.9190600522193212,8.680833321941675
SLC25A27,0.9817232375979112,8.680368542643619
AGAP5,0.9216710182767625,8.674804861044757
MIR1307,0.46475195822454307,8.660697442346875
AXL,0.9138381201044387,8.657649036949994
PROKR1,0.9895561357702349,8.639303924651053
CCDC192,0.7075718015665796,8.630186048419082
ACVR2B-AS1,0.9321148825065274,8.595997430043898
ALDH1A2,0.9477806788511749,8.595888070208956
CEP83-DT,0.9321148825065274,8.595833390291588
RN7SL832P,0.7754569190600522,8.58463767719716
LTC4S,0.793733681462141,8.570653288313586
CTHRC1,0.8537859007832899,8.560660533402594
WDFY3-AS2,0.8381201044386423,8.560113734228226
FOXP3,0.47780678851174935,8.550462728801254
HYAL1,0.9738903394255874,8.545828605798778
MIXL1,0.9947780678851175,8.544406927945621
C15orf65,0.804177545691906,8.543819118833165
C1orf105,0.9295039164490861,8.537708638060051
KY,0.9477806788511749,8.532473035965747
MADCAM1,0.9007832898172323,8.532336336172092
PLCB2,0.9738903394255874,8.50891966153123
TNXB,0.9634464751958225,8.504736647847684
TCAF2P1,0.6344647519582245,8.504326548466905
BTF3P3,0.9765013054830287,8.504258198570076
PRKCH-AS1,0.8616187989556136,8.500034174948436
TCL1A,0.9947780678851175,8.474361953713533
GNG13,0.6501305483028721,8.457165119680676
ADORA2A-AS1,0.9242819843342036,8.451970527524521
SMC5-DT,0.825065274151436,8.450234440146028
CYP4F2,0.9921671018276762,8.44767815400611
OTOP2,0.9947780678851175,8.44624280617332
TCP10L,0.9399477806788512,8.442510901808534
IGHA1,0.9895561357702349,8.436400421035382
MIR1204,0.6840731070496083,8.402758601834469
CEP250-AS1,0.6657963446475196,8.389567071753701
TTC36,0.7780678851174935,8.380859294902491
TAFA2,0.9373368146214099,8.375268273344862
ACTG1P17,0.9295039164490861,8.364236600002751
SLC17A7,0.97911227154047,8.361981053408616
ARHGEF34P,0.660574412532637,8.342733722472051
GNG3,0.7441253263707572,8.326534796932451
MYO1A,0.9843342036553525,8.321791314095098
TTC9B,0.9216710182767625,8.321517914507899
SRGAP2B,0.47780678851174935,8.318496849069737
MIR6797,0.2898172323759791,8.31088267056721
SLC5A5,0.9712793733681462,8.306562957089806
NRN1L,0.8955613577023499,8.304731179855947
FAIM2,0.9765013054830287,8.303282162043894
SLC6A16,0.9895561357702349,8.302475633261755
GLI2,0.97911227154047,8.294259975667416
RNU4-2,0.9686684073107049,8.29193607917651
ASB2,0.9869451697127938,8.286768826979046
MAGEB6,0.9895561357702349,8.28495071972441
SERPINI1,0.9242819843342036,8.27423345590751
FGF2,0.7310704960835509,8.27028283187287
HEATR5A-DT,0.5013054830287206,8.252443508810321
TRPC7-AS1,0.9947780678851175,8.249436113351502
KRT85,0.95822454308094,8.246893497190987
TSSK4,0.9556135770234987,8.24548548931698
RMRP,0.9007832898172323,8.23830875015374
MIRLET7BHG,0.5848563968668408,8.237761950979436
TECRP1,0.27154046997389036,8.237584241247857
ADAMTSL4-AS1,0.9086161879895561,8.237023772094137
ZNF702P,0.9190600522193212,8.223299112818378
SH2D4B,0.9895561357702349,8.223135073066034
DTNB-AS1,0.5639686684073107,8.216778532664376
SSTR1,0.9947780678851175,8.20919169412054
SYP,0.8929503916449086,8.197230462182036
MASP1,0.9947780678851175,8.18997170314268
LINC01465,0.8746736292428199,8.18543326999582
LINC02827,0.9869451697127938,8.184202971853573
LINC01686,0.9843342036553525,8.176821182999987
PCDH10-DT,0.856396866840731,8.170943091875902
ZNF865,0.8198433420365535,8.162248985004014
ANGPTL8,0.6031331592689295,8.144300302106574
CFAP61,0.9738903394255874,8.142796604377144
NOTCH2NLA,0.34986945169712796,8.14119721679221
GOLGA6L10,0.6057441253263708,8.135537845337836
SORD2P,0.4255874673629243,8.130767022541749
ZNF321P,0.814621409921671,8.119735349199644
LINC00519,0.9869451697127938,8.105532240646394
LINC01517,0.9477806788511749,8.096961163588682
ALG10B,0.8093994778067886,8.073175399505123
